,missing_network,school_network,inconsistent_network,notunique_network,missing_metadata
1739,,,network code revised for MLWM station from ME to OZ,,
1740,,,network code revised for WILL station from AB to OZ,,
1741,,,network code revised for WILL station from AB to OZ,,
1742,,,network code revised for WILL station from AB to OZ,,
1743,,,network code revised for WILL station from AB to OZ,,
1744,,,network code revised for WILL station from AB to OZ,,
1745,,,network code revised for WILL station from AB to OZ,,
1746,,,network code revised for FRTM station from ME to OZ,,
1747,,,network code revised for CCRM station from ME to OZ,,
1748,,,network code revised for CCRM station from ME to OZ,,
1749,,,network code revised for CCRM station from ME to OZ,,
1750,,,network code revised for HOPM station from ME to OZ,,
1751,,,network code revised for GOGM station from ME to OZ,,
1752,,,network code revised for GOGM station from ME to OZ,,
1753,,,network code revised for GOGM station from ME to OZ,,
1754,,,network code revised for GOGM station from ME to OZ,,
1755,,,network code revised for GOGM station from ME to OZ,,
1756,,,network code revised for GOGM station from ME to OZ,,
1757,,,network code revised for MR2A station from AB to OZ,,
1758,,,network code revised for COTT station from AB to OZ,,
1759,,,network code revised for GOOG station from AB to OZ,,
1760,,,network code revised for EIDS station from nan to AU,,
1761,,,network code revised for EIDS station from nan to AU,,
1762,,,network code revised for EIDS station from nan to AU,,
1763,,,network code revised for EIDS station from nan to AU,,
1764,,,network code revised for EIDS station from nan to AU,,
1765,,,network code revised for EIDS station from nan to AU,,
1766,,,network code revised for AWOON station from nan to OZ,,
1767,,,network code revised for AWOON station from nan to OZ,,
1768,,,network code revised for AWOON station from nan to OZ,,
1769,,,network code revised for AWOON station from nan to OZ,,
1770,,,network code revised for AWOON station from nan to OZ,,
1771,,,network code revised for AWOON station from nan to OZ,,
1772,,,network code revised for GLADS station from nan to OZ,,
1773,,,network code revised for GLADS station from nan to OZ,,
1774,,,network code revised for GLADS station from nan to OZ,,
1775,,,network code revised for EASTN station from nan to OZ,,
1776,,,network code revised for EASTN station from nan to OZ,,
1777,,,network code revised for EASTN station from nan to OZ,,
1778,,,network code revised for RMQ station from nan to AU,,
1779,,,network code revised for RMQ station from nan to AU,,
1780,,,network code revised for RMQ station from nan to AU,,
1781,,,network code revised for ARMA station from nan to AU,,
1782,,,network code revised for ARMA station from nan to AU,,
1783,,,network code revised for ARMA station from nan to AU,,
1784,,,network code revised for ARMA station from nan to AU,,
1785,,,network code revised for ARMA station from nan to AU,,
1786,,,network code revised for ARMA station from nan to AU,,
1787,,,network code revised for QLP station from nan to AU,,
1788,,,network code revised for QLP station from nan to AU,,
1789,,,network code revised for QLP station from nan to AU,,
1790,,,network code revised for QLP station from nan to AU,,
1791,,,network code revised for QLP station from nan to AU,,
1792,,,network code revised for QLP station from nan to AU,,
1793,,,network code revised for SOMU station from UM to VW,,
1794,,,network code revised for SOMU station from UM to VW,,
1795,,,network code revised for SOMU station from UM to VW,,
1796,,,network code revised for HOLS station from AB to VW,,
1797,,,network code revised for HOLS station from AB to VW,,
1798,,,network code revised for HOLS station from AB to VW,,
1799,,,network code revised for MRDN station from UM to VW,,
1800,,,network code revised for MRDN station from UM to VW,,
1801,,,network code revised for MRDN station from UM to VW,,
1802,,,network code revised for TRPU station from UM to VW,,
1803,,,network code revised for TRPU station from UM to VW,,
1804,,,network code revised for TRPU station from UM to VW,,
1805,,,network code revised for NARR station from AB to VW,,
1806,,,network code revised for NARR station from AB to VW,,
1807,,,network code revised for NARR station from AB to VW,,
1808,,,network code revised for WAMB station from nan to OZ,,
1809,,,network code revised for WAMB station from nan to OZ,,
1810,,,network code revised for WAMB station from nan to OZ,,
1811,,,network code revised for WAMB station from nan to OZ,,
1812,,,network code revised for WAMB station from nan to OZ,,
1813,,,network code revised for WAMB station from nan to OZ,,
1814,,,network code revised for CORT station from AB to OZ,,
1815,,,network code revised for CORT station from AB to OZ,,
1816,,,network code revised for CORT station from AB to OZ,,
1817,,,network code revised for GOOG station from nan to OZ,,
1818,,,network code revised for GOOG station from nan to OZ,,
1819,,,network code revised for GOOG station from nan to OZ,,
1820,,,network code revised for GOOG station from nan to OZ,,
1821,,,network code revised for GOOG station from nan to OZ,,
1822,,,network code revised for GOOG station from nan to OZ,,
1823,,,network code revised for TPND station from nan to OZ,,
1824,,,network code revised for TPND station from nan to OZ,,
1825,,,network code revised for TPND station from nan to OZ,,
1826,,,network code revised for TPND station from nan to OZ,,
1827,,,network code revised for TPND station from nan to OZ,,
1828,,,network code revised for TPND station from nan to OZ,,
1829,,,network code revised for COTT station from nan to OZ,,
1830,,,network code revised for COTT station from nan to OZ,,
1831,,,network code revised for COTT station from nan to OZ,,
1832,,,network code revised for COTT station from nan to OZ,,
1833,,,network code revised for COTT station from nan to OZ,,
1834,,,network code revised for COTT station from nan to OZ,,
1835,,,network code revised for CNB station from nan to AU,,
1836,,,network code revised for CNB station from nan to AU,,
1837,,,network code revised for CNB station from nan to AU,,
1838,,,network code revised for CNB station from nan to AU,,
1839,,,network code revised for CNB station from nan to AU,,
1840,,,network code revised for CNB station from nan to AU,,
1841,,,network code revised for MR2A station from nan to OZ,,
1842,,,network code revised for MR2A station from nan to OZ,,
1843,,,network code revised for MR2A station from nan to OZ,,
1844,,,network code revised for MR2A station from nan to OZ,,
1845,,,network code revised for MR2A station from nan to OZ,,
1846,,,network code revised for MR2A station from nan to OZ,,
1847,,,network code revised for MILA station from nan to AU,,
1848,,,network code revised for MILA station from nan to AU,,
1849,,,network code revised for MILA station from nan to AU,,
1850,,,network code revised for MILA station from nan to AU,,
1851,,,network code revised for MILA station from nan to AU,,
1852,,,network code revised for MILA station from nan to AU,,
1853,,,network code revised for IVSM station from nan to OZ,,
1854,,,network code revised for IVSM station from nan to OZ,,
1855,,,network code revised for IVSM station from nan to OZ,,
1856,,,network code revised for IVSM station from nan to OZ,,
1857,,,network code revised for IVSM station from nan to OZ,,
1858,,,network code revised for IVSM station from nan to OZ,,
1859,,,network code revised for BUCN station from nan to VW,,
1860,,,network code revised for BUCN station from nan to VW,,
1861,,,network code revised for BUCN station from nan to VW,,
1862,,,network code revised for MALDN station from nan to OZ,,
1863,,,network code revised for MALDN station from nan to OZ,,
1864,,,network code revised for MALDN station from nan to OZ,,
1865,,,network code revised for MALDN station from nan to OZ,,
1866,,,network code revised for MALDN station from nan to OZ,,
1867,,,network code revised for MALDN station from nan to OZ,,
1868,,,network code revised for FINNS station from nan to OZ,,
1869,,,network code revised for FINNS station from nan to OZ,,
1870,,,network code revised for FINNS station from nan to OZ,,
1871,,,network code revised for FINNS station from nan to OZ,,
1872,,,network code revised for FINNS station from nan to OZ,,
1873,,,network code revised for FINNS station from nan to OZ,,
1874,,,network code revised for APPIN station from nan to OZ,,
1875,,,network code revised for APPIN station from nan to OZ,,
1876,,,network code revised for APPIN station from nan to OZ,,
1877,,,network code revised for APPIN station from nan to OZ,,
1878,,,network code revised for APPIN station from nan to OZ,,
1879,,,network code revised for APPIN station from nan to OZ,,
1880,,,network code revised for CAWDR station from nan to OZ,,
1881,,,network code revised for CAWDR station from nan to OZ,,
1882,,,network code revised for CAWDR station from nan to OZ,,
1883,,,network code revised for CAWDR station from nan to OZ,,
1884,,,network code revised for CAWDR station from nan to OZ,,
1885,,,network code revised for CAWDR station from nan to OZ,,
1886,,,network code revised for GLEAD station from nan to OZ,,
1887,,,network code revised for GLEAD station from nan to OZ,,
1888,,,network code revised for GLEAD station from nan to OZ,,
1889,,,network code revised for GLEAD station from nan to OZ,,
1890,,,network code revised for GLEAD station from nan to OZ,,
1891,,,network code revised for GLEAD station from nan to OZ,,
1892,,,network code revised for STPK station from nan to OZ,,
1893,,,network code revised for STPK station from nan to OZ,,
1894,,,network code revised for STPK station from nan to OZ,,
1895,,,network code revised for STPK station from nan to OZ,,
1896,,,network code revised for STPK station from nan to OZ,,
1897,,,network code revised for STPK station from nan to OZ,,
1898,,,network code revised for RIV station from nan to AU,,
1899,,,network code revised for RIV station from nan to AU,,
1900,,,network code revised for RIV station from nan to AU,,
1901,,,network code revised for RIV station from nan to AU,,
1902,,,network code revised for RIV station from nan to AU,,
1903,,,network code revised for RIV station from nan to AU,,
1904,,,network code revised for GLMM station from nan to OZ,,
1905,,,network code revised for GLMM station from nan to OZ,,
1906,,,network code revised for GLMM station from nan to OZ,,
1907,,,network code revised for GLMM station from nan to OZ,,
1908,,,network code revised for GLMM station from nan to OZ,,
1909,,,network code revised for GLMM station from nan to OZ,,
1910,,,network code revised for WRKA station from nan to AU,,
1911,,,network code revised for WRKA station from nan to AU,,
1912,,,network code revised for WRKA station from nan to AU,,
1913,,,network code revised for WRKA station from nan to AU,,
1914,,,network code revised for WRKA station from nan to AU,,
1915,,,network code revised for WRKA station from nan to AU,,
1916,,,network code revised for FORT station from nan to AU,,
1917,,,network code revised for FORT station from nan to AU,,
1918,,,network code revised for FORT station from nan to AU,,
1919,,,network code revised for MULG station from nan to AU,,
1920,,,network code revised for MULG station from nan to AU,,
1921,,,network code revised for MULG station from nan to AU,,
1922,,,network code revised for MULG station from nan to AU,,
1923,,,network code revised for MULG station from nan to AU,,
1924,,,network code revised for MULG station from nan to AU,,
1925,,,network code revised for LCRK station from nan to AU,,
1926,,,network code revised for LCRK station from nan to AU,,
1927,,,network code revised for LCRK station from nan to AU,,
1928,,,network code revised for LCRK station from nan to AU,,
1929,,,network code revised for LCRK station from nan to AU,,
1930,,,network code revised for LCRK station from nan to AU,,
1931,,,network code revised for BBOO station from nan to AU,,
1932,,,network code revised for BBOO station from nan to AU,,
1933,,,network code revised for BBOO station from nan to AU,,
1934,,,network code revised for INKA station from nan to AU,,
1935,,,network code revised for INKA station from nan to AU,,
1936,,,network code revised for INKA station from nan to AU,,
1937,,,network code revised for INKA station from nan to AU,,
1938,,,network code revised for INKA station from nan to AU,,
1939,,,network code revised for INKA station from nan to AU,,
1940,,,network code revised for MEEK station from nan to AU,,
1941,,,network code revised for MEEK station from nan to AU,,
1942,,,network code revised for MEEK station from nan to AU,,
1943,,,network code revised for MEEK station from nan to AU,,
1944,,,network code revised for MEEK station from nan to AU,,
1945,,,network code revised for MEEK station from nan to AU,,
1946,,,network code revised for KLBR station from nan to AU,,
1947,,,network code revised for KLBR station from nan to AU,,
1948,,,network code revised for KLBR station from nan to AU,,
1949,,,network code revised for BLDU station from nan to AU,,
1950,,,network code revised for BLDU station from nan to AU,,
1951,,,network code revised for BLDU station from nan to AU,,
1952,,,network code revised for BLDU station from nan to AU,,
1953,,,network code revised for BLDU station from nan to AU,,
1954,,,network code revised for BLDU station from nan to AU,,
1955,,,network code revised for MORW station from nan to AU,,
1956,,,network code revised for MORW station from nan to AU,,
1957,,,network code revised for MORW station from nan to AU,,
1958,,,network code revised for MORW station from nan to AU,,
1959,,,network code revised for MORW station from nan to AU,,
1960,,,network code revised for MORW station from nan to AU,,
1961,,,network code revised for FORT station from nan to AU,,
1962,,,network code revised for FORT station from nan to AU,,
1963,,,network code revised for FORT station from nan to AU,,
1964,,,network code revised for MORW station from nan to AU,,
1965,,,network code revised for MORW station from nan to AU,,
1966,,,network code revised for MORW station from nan to AU,,
1967,,,network code revised for MORW station from nan to AU,,
1968,,,network code revised for MORW station from nan to AU,,
1969,,,network code revised for MORW station from nan to AU,,
1970,,,network code revised for WRKA station from nan to AU,,
1971,,,network code revised for WRKA station from nan to AU,,
1972,,,network code revised for WRKA station from nan to AU,,
1973,,,network code revised for WRKA station from nan to AU,,
1974,,,network code revised for WRKA station from nan to AU,,
1975,,,network code revised for WRKA station from nan to AU,,
1976,,,network code revised for MULG station from nan to AU,,
1977,,,network code revised for MULG station from nan to AU,,
1978,,,network code revised for MULG station from nan to AU,,
1979,,,network code revised for MULG station from nan to AU,,
1980,,,network code revised for MULG station from nan to AU,,
1981,,,network code revised for MULG station from nan to AU,,
1982,,,network code revised for BBOO station from nan to AU,,
1983,,,network code revised for BBOO station from nan to AU,,
1984,,,network code revised for BBOO station from nan to AU,,
1985,,,network code revised for RKGY station from nan to AU,,
1986,,,network code revised for RKGY station from nan to AU,,
1987,,,network code revised for RKGY station from nan to AU,,
1988,,,network code revised for KLBR station from nan to AU,,
1989,,,network code revised for KLBR station from nan to AU,,
1990,,,network code revised for KLBR station from nan to AU,,
1991,,,network code revised for FORT station from nan to AU,,
1992,,,network code revised for FORT station from nan to AU,,
1993,,,network code revised for FORT station from nan to AU,,
1994,,,network code revised for RKGY station from nan to AU,,
1995,,,network code revised for RKGY station from nan to AU,,
1996,,,network code revised for RKGY station from nan to AU,,
1997,,,network code revised for BLDU station from nan to AU,,
1998,,,network code revised for BLDU station from nan to AU,,
1999,,,network code revised for BLDU station from nan to AU,,
2000,,,network code revised for BLDU station from nan to AU,,
2001,,,network code revised for BLDU station from nan to AU,,
2002,,,network code revised for BLDU station from nan to AU,,
2003,,,network code revised for MUN station from nan to AU,,
2004,,,network code revised for MUN station from nan to AU,,
2005,,,network code revised for MUN station from nan to AU,,
2006,,,network code revised for MUN station from nan to AU,,
2007,,,network code revised for MUN station from nan to AU,,
2008,,,network code revised for MUN station from nan to AU,,
2009,,,network code revised for MORW station from nan to AU,,
2010,,,network code revised for MORW station from nan to AU,,
2011,,,network code revised for MORW station from nan to AU,,
2012,,,network code revised for MORW station from nan to AU,,
2013,,,network code revised for MORW station from nan to AU,,
2014,,,network code revised for MORW station from nan to AU,,
2015,,,network code revised for WRKA station from nan to AU,,
2016,,,network code revised for WRKA station from nan to AU,,
2017,,,network code revised for WRKA station from nan to AU,,
2018,,,network code revised for WRKA station from nan to AU,,
2019,,,network code revised for WRKA station from nan to AU,,
2020,,,network code revised for WRKA station from nan to AU,,
2021,,,network code revised for MULG station from nan to AU,,
2022,,,network code revised for MULG station from nan to AU,,
2023,,,network code revised for MULG station from nan to AU,,
2024,,,network code revised for MULG station from nan to AU,,
2025,,,network code revised for MULG station from nan to AU,,
2026,,,network code revised for MULG station from nan to AU,,
2027,,,network code revised for BBOO station from nan to AU,,
2028,,,network code revised for BBOO station from nan to AU,,
2029,,,network code revised for BBOO station from nan to AU,,
2030,,,network code revised for GIRL station from nan to AU,,
2031,,,network code revised for GIRL station from nan to AU,,
2032,,,network code revised for GIRL station from nan to AU,,
2033,,,network code revised for GIRL station from nan to AU,,
2034,,,network code revised for GIRL station from nan to AU,,
2035,,,network code revised for GIRL station from nan to AU,,
2036,,,network code revised for RKGY station from nan to AU,,
2037,,,network code revised for RKGY station from nan to AU,,
2038,,,network code revised for RKGY station from nan to AU,,
2039,,,network code revised for FORT station from nan to AU,,
2040,,,network code revised for FORT station from nan to AU,,
2041,,,network code revised for FORT station from nan to AU,,
2042,,,network code revised for NOR11 station from nan to AU,,
2043,,,network code revised for NOR11 station from nan to AU,,
2044,,,network code revised for NOR11 station from nan to AU,,
2045,,,network code revised for NOR12 station from nan to AU,,
2046,,,network code revised for NOR12 station from nan to AU,,
2047,,,network code revised for NOR12 station from nan to AU,,
2048,,,network code revised for NOR10 station from nan to AU,,
2049,,,network code revised for NOR10 station from nan to AU,,
2050,,,network code revised for NOR10 station from nan to AU,,
2051,,,network code revised for KLBR station from nan to AU,,
2052,,,network code revised for KLBR station from nan to AU,,
2053,,,network code revised for KLBR station from nan to AU,,
2054,,,network code revised for KLBR station from nan to AU,,
2055,,,network code revised for KLBR station from nan to AU,,
2056,,,network code revised for KLBR station from nan to AU,,
2057,,,network code revised for BLDU station from nan to AU,,
2058,,,network code revised for BLDU station from nan to AU,,
2059,,,network code revised for BLDU station from nan to AU,,
2060,,,network code revised for BLDU station from nan to AU,,
2061,,,network code revised for BLDU station from nan to AU,,
2062,,,network code revised for BLDU station from nan to AU,,
2063,,,network code revised for MORW station from nan to AU,,
2064,,,network code revised for MORW station from nan to AU,,
2065,,,network code revised for MORW station from nan to AU,,
2066,,,network code revised for MORW station from nan to AU,,
2067,,,network code revised for MORW station from nan to AU,,
2068,,,network code revised for MORW station from nan to AU,,
2069,,,network code revised for KMBL station from nan to AU,,
2070,,,network code revised for KMBL station from nan to AU,,
2071,,,network code revised for KMBL station from nan to AU,,
2072,,,network code revised for KMBL station from nan to AU,,
2073,,,network code revised for KMBL station from nan to AU,,
2074,,,network code revised for KMBL station from nan to AU,,
2075,,,network code revised for MEEK station from nan to AU,,
2076,,,network code revised for MEEK station from nan to AU,,
2077,,,network code revised for MEEK station from nan to AU,,
2078,,,network code revised for MEEK station from nan to AU,,
2079,,,network code revised for MEEK station from nan to AU,,
2080,,,network code revised for MEEK station from nan to AU,,
2081,,,network code revised for RKGY station from nan to AU,,
2082,,,network code revised for RKGY station from nan to AU,,
2083,,,network code revised for RKGY station from nan to AU,,
2084,,,network code revised for KORUM station from AB to OZ,,
2085,,,network code revised for KORUM station from AB to OZ,,
2086,,,network code revised for KORUM station from AB to OZ,,
2087,,,network code revised for KORUM station from AB to OZ,,
2088,,,network code revised for KORUM station from AB to OZ,,
2089,,,network code revised for KORUM station from AB to OZ,,
2090,,,network code revised for WILL station from ME to OZ,,
2091,,,network code revised for WILL station from ME to OZ,,
2092,,,network code revised for WILL station from ME to OZ,,
2093,,,network code revised for CLIF station from AB to VW,,
2094,,,network code revised for CLIF station from AB to VW,,
2095,,,network code revised for CLIF station from AB to VW,,
2096,,,network code revised for GLMM station from ME to OZ,,
2097,,,network code revised for GLMM station from ME to OZ,,
2098,,,network code revised for GLMM station from ME to OZ,,
2099,,,network code revised for GLMM station from ME to OZ,,
2100,,,network code revised for GLMM station from ME to OZ,,
2101,,,network code revised for GLMM station from ME to OZ,,
2102,,,network code revised for DROM station from AB to OZ,,
2103,,,network code revised for DROM station from AB to OZ,,
2104,,,network code revised for DROM station from AB to OZ,,
2105,,,network code revised for DROM station from AB to OZ,,
2106,,,network code revised for DROM station from AB to OZ,,
2107,,,network code revised for DROM station from AB to OZ,,
2108,,,network code revised for TOO station from nan to AU,,
2109,,,network code revised for TOO station from nan to AU,,
2110,,,network code revised for TOO station from nan to AU,,
2111,,,network code revised for TOO station from nan to AU,,
2112,,,network code revised for TOO station from nan to AU,,
2113,,,network code revised for TOO station from nan to AU,,
2114,,,network code revised for MLWM station from AB to OZ,,
2115,,,network code revised for MLWM station from AB to OZ,,
2116,,,network code revised for MLWM station from AB to OZ,,
2117,,,network code revised for ROWM station from ME to OZ,,
2118,,,network code revised for ROWM station from ME to OZ,,
2119,,,network code revised for ROWM station from ME to OZ,,
2120,,,network code revised for BUCN station from AB to VW,,
2121,,,network code revised for BUCN station from AB to VW,,
2122,,,network code revised for BUCN station from AB to VW,,
2123,,,network code revised for FRTM station from ME to OZ,,
2124,,,network code revised for CCRM station from ME to OZ,,
2125,,,network code revised for CCRM station from ME to OZ,,
2126,,,network code revised for CCRM station from ME to OZ,,
2127,,,network code revised for IVSM station from AB to OZ,,
2128,,,network code revised for IVSM station from AB to OZ,,
2129,,,network code revised for IVSM station from AB to OZ,,
2130,,,network code revised for IVSM station from AB to OZ,,
2131,,,network code revised for IVSM station from AB to OZ,,
2132,,,network code revised for IVSM station from AB to OZ,,
2133,,,network code revised for WORN station from AB to OZ,,
2134,,,network code revised for WORN station from AB to OZ,,
2135,,,network code revised for WORN station from AB to OZ,,
2136,,,network code revised for WORN station from AB to OZ,,
2137,,,network code revised for WORN station from AB to OZ,,
2138,,,network code revised for WORN station from AB to OZ,,
2139,,,network code revised for HOPM station from ME to OZ,,
2140,,,network code revised for WAMB station from ME to OZ,,
2141,,,network code revised for WAMB station from ME to OZ,,
2142,,,network code revised for WAMB station from ME to OZ,,
2143,,,network code revised for WAMB station from ME to OZ,,
2144,,,network code revised for WAMB station from ME to OZ,,
2145,,,network code revised for WAMB station from ME to OZ,,
2146,,,network code revised for GOGM station from ME to OZ,,
2147,,,network code revised for GOGM station from ME to OZ,,
2148,,,network code revised for GOGM station from ME to OZ,,
2149,,,network code revised for GOGM station from ME to OZ,,
2150,,,network code revised for GOGM station from ME to OZ,,
2151,,,network code revised for GOGM station from ME to OZ,,
2152,,,network code revised for BOGA station from ME to OZ,,
2153,,,network code revised for COTT station from AB to OZ,,
2154,,,network code revised for GOOG station from AB to OZ,,
2155,,,network code revised for GOOG station from AB to OZ,,
2156,,,network code revised for GOOG station from AB to OZ,,
2157,,,network code revised for GOOG station from AB to OZ,,
2158,,,network code revised for GOOG station from AB to OZ,,
2159,,,network code revised for GOOG station from AB to OZ,,
2160,,,network code revised for CAWDR station from AB to OZ,,
2161,,,network code revised for CAWDR station from AB to OZ,,
2162,,,network code revised for CAWDR station from AB to OZ,,
2163,,,network code revised for CAWDR station from AB to OZ,,
2164,,,network code revised for CAWDR station from AB to OZ,,
2165,,,network code revised for CAWDR station from AB to OZ,,
2166,,,network code revised for FINNS station from AB to OZ,,
2167,,,network code revised for FINNS station from AB to OZ,,
2168,,,network code revised for FINNS station from AB to OZ,,
2169,,,network code revised for FINNS station from AB to OZ,,
2170,,,network code revised for FINNS station from AB to OZ,,
2171,,,network code revised for FINNS station from AB to OZ,,
2172,,,network code revised for GLEAD station from AB to OZ,,
2173,,,network code revised for GLEAD station from AB to OZ,,
2174,,,network code revised for GLEAD station from AB to OZ,,
2175,,,network code revised for GLEAD station from AB to OZ,,
2176,,,network code revised for GLEAD station from AB to OZ,,
2177,,,network code revised for GLEAD station from AB to OZ,,
2178,,,network code revised for APPIN station from AB to OZ,,
2179,,,network code revised for APPIN station from AB to OZ,,
2180,,,network code revised for APPIN station from AB to OZ,,
2181,,,network code revised for APPIN station from AB to OZ,,
2182,,,network code revised for APPIN station from AB to OZ,,
2183,,,network code revised for APPIN station from AB to OZ,,
2184,,,network code revised for ANSTO station from AB to OZ,,
2185,,,network code revised for ANSTO station from AB to OZ,,
2186,,,network code revised for ANSTO station from AB to OZ,,
2187,,,network code revised for ANSTO station from AB to OZ,,
2188,,,network code revised for ANSTO station from AB to OZ,,
2189,,,network code revised for ANSTO station from AB to OZ,,
2190,,,network code revised for COTT station from AB to OZ,,
2191,,,network code revised for COTT station from AB to OZ,,
2192,,,network code revised for COTT station from AB to OZ,,
2193,,,network code revised for COTT station from AB to OZ,,
2194,,,network code revised for COTT station from AB to OZ,,
2195,,,network code revised for COTT station from AB to OZ,,
2196,,,network code revised for GOOG station from AB to OZ,,
2197,,,network code revised for GOOG station from AB to OZ,,
2198,,,network code revised for GOOG station from AB to OZ,,
2199,,,network code revised for GOOG station from AB to OZ,,
2200,,,network code revised for GOOG station from AB to OZ,,
2201,,,network code revised for GOOG station from AB to OZ,,
2202,,,network code revised for TPND station from ME to OZ,,
2203,,,network code revised for TPND station from ME to OZ,,
2204,,,network code revised for TPND station from ME to OZ,,
2205,,,network code revised for TPND station from ME to OZ,,
2206,,,network code revised for TPND station from ME to OZ,,
2207,,,network code revised for TPND station from ME to OZ,,
2208,,,network code revised for WAMB station from ME to OZ,,
2209,,,network code revised for WAMB station from ME to OZ,,
2210,,,network code revised for WAMB station from ME to OZ,,
2211,,,network code revised for WAMB station from ME to OZ,,
2212,,,network code revised for WAMB station from ME to OZ,,
2213,,,network code revised for WAMB station from ME to OZ,,
2214,,,network code revised for MR2A station from AB to OZ,,
2215,,,network code revised for MR2A station from AB to OZ,,
2216,,,network code revised for MR2A station from AB to OZ,,
2217,,,network code revised for MR2A station from AB to OZ,,
2218,,,network code revised for MR2A station from AB to OZ,,
2219,,,network code revised for MR2A station from AB to OZ,,
2220,,,network code revised for IVSM station from AB to OZ,,
2221,,,network code revised for IVSM station from AB to OZ,,
2222,,,network code revised for IVSM station from AB to OZ,,
2223,,,network code revised for IVSM station from AB to OZ,,
2224,,,network code revised for IVSM station from AB to OZ,,
2225,,,network code revised for IVSM station from AB to OZ,,
2226,,,network code revised for BUCN station from AB to VW,,
2227,,,network code revised for BUCN station from AB to VW,,
2228,,,network code revised for BUCN station from AB to VW,,
2229,,,network code revised for KLBR station from nan to AU,,
2230,,,network code revised for KLBR station from nan to AU,,
2231,,,network code revised for KLBR station from nan to AU,,
2232,,,network code revised for MORW station from nan to AU,,
2233,,,network code revised for MORW station from nan to AU,,
2234,,,network code revised for MORW station from nan to AU,,
2235,,,network code revised for MORW station from nan to AU,,
2236,,,network code revised for MORW station from nan to AU,,
2237,,,network code revised for MORW station from nan to AU,,
2238,,,network code revised for MUN station from nan to AU,,
2239,,,network code revised for MUN station from nan to AU,,
2240,,,network code revised for MUN station from nan to AU,,
2241,,,network code revised for MUN station from nan to AU,,
2242,,,network code revised for MUN station from nan to AU,,
2243,,,network code revised for MUN station from nan to AU,,
2244,,,network code revised for MUN station from nan to AU,,
2245,,,network code revised for MUN station from nan to AU,,
2246,,,network code revised for MUN station from nan to AU,,
2247,,,network code revised for MUN station from nan to AU,,
2248,,,network code revised for MUN station from nan to AU,,
2249,,,network code revised for MUN station from nan to AU,,
2250,,,network code revised for KLBR station from nan to AU,,
2251,,,network code revised for KLBR station from nan to AU,,
2252,,,network code revised for KLBR station from nan to AU,,
2253,,,network code revised for FORT station from nan to AU,,
2254,,,network code revised for FORT station from nan to AU,,
2255,,,network code revised for FORT station from nan to AU,,
2256,,,network code revised for MUN station from nan to AU,,
2257,,,network code revised for MUN station from nan to AU,,
2258,,,network code revised for MUN station from nan to AU,,
2259,,,network code revised for MUN station from nan to AU,,
2260,,,network code revised for MUN station from nan to AU,,
2261,,,network code revised for MUN station from nan to AU,,
2262,,,network code revised for KLBR station from nan to AU,,
2263,,,network code revised for KLBR station from nan to AU,,
2264,,,network code revised for KLBR station from nan to AU,,
2265,,,network code revised for CA19 station from XX to 4N,,
2266,,,network code revised for CA19 station from XX to 4N,,
2267,,,network code revised for CA19 station from XX to 4N,,
2268,,,network code revised for CA18 station from XX to 4N,,
2269,,,network code revised for CA18 station from XX to 4N,,
2270,,,network code revised for CA18 station from XX to 4N,,
2271,,,network code revised for CAWA station from XX to 4N,,
2272,,,network code revised for CAWA station from XX to 4N,,
2273,,,network code revised for CAWA station from XX to 4N,,
2274,,,network code revised for CA16 station from XX to 4N,,
2275,,,network code revised for CA16 station from XX to 4N,,
2276,,,network code revised for CA16 station from XX to 4N,,
2277,,,network code revised for CA13 station from XX to 4N,,
2278,,,network code revised for CA13 station from XX to 4N,,
2279,,,network code revised for CA13 station from XX to 4N,,
2280,,,network code revised for CA15 station from XX to 4N,,
2281,,,network code revised for CA15 station from XX to 4N,,
2282,,,network code revised for CA15 station from XX to 4N,,
2283,,,network code revised for CA12 station from XX to 4N,,
2284,,,network code revised for CA12 station from XX to 4N,,
2285,,,network code revised for CA12 station from XX to 4N,,
2286,,,network code revised for CA11 station from XX to 4N,,
2287,,,network code revised for CA11 station from XX to 4N,,
2288,,,network code revised for CA11 station from XX to 4N,,
2289,,,network code revised for CA14 station from XX to 4N,,
2290,,,network code revised for CA14 station from XX to 4N,,
2291,,,network code revised for CA14 station from XX to 4N,,
2292,,,network code revised for CA10 station from XX to 4N,,
2293,,,network code revised for CA10 station from XX to 4N,,
2294,,,network code revised for CA10 station from XX to 4N,,
2295,,,network code revised for CA09 station from XX to 4N,,
2296,,,network code revised for CA09 station from XX to 4N,,
2297,,,network code revised for CA09 station from XX to 4N,,
2298,,,network code revised for CAGW station from XX to 4N,,
2299,,,network code revised for CAGW station from XX to 4N,,
2300,,,network code revised for CAGW station from XX to 4N,,
2301,,,network code revised for CA08 station from XX to 4N,,
2302,,,network code revised for CA08 station from XX to 4N,,
2303,,,network code revised for CA08 station from XX to 4N,,
2304,,,network code revised for CA07 station from XX to 4N,,
2305,,,network code revised for CA07 station from XX to 4N,,
2306,,,network code revised for CA07 station from XX to 4N,,
2307,,,network code revised for CA06 station from XX to 4N,,
2308,,,network code revised for CA06 station from XX to 4N,,
2309,,,network code revised for CA06 station from XX to 4N,,
2310,,,network code revised for CA05 station from XX to 4N,,
2311,,,network code revised for CA05 station from XX to 4N,,
2312,,,network code revised for CA05 station from XX to 4N,,
2313,,,network code revised for CA29 station from XX to 4N,,
